step,epoch,lr,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,val_loss,val_acc
1,1,0.005,2.3417386837005614,0.12,1744433162.3528535,2025/04/12 13:46:02,1.2554519176483154,1.3s,,
2,2,0.004999999228937196,2.0176721992492674,0.236,1744433163.0543346,2025/04/12 13:46:03,1.9569330215454102,2.0s,,
3,3,0.004999996915749259,1.8458125658035278,0.286,1744433163.7213426,2025/04/12 13:46:03,2.623940944671631,2.6s,,
4,4,0.004999993060437617,1.731057134628296,0.33,1744433164.3792367,2025/04/12 13:46:04,3.2818350791931152,3.3s,,
5,5,0.004999987663004646,1.6506376705169679,0.376,1744433165.0311677,2025/04/12 13:46:05,3.9337661266326904,3.9s,,
6,6,0.0049999807234536765,1.6035320062637328,0.388,1744433165.6739328,2025/04/12 13:46:05,4.576531171798706,4.6s,,
7,7,0.004999972241788991,1.5502111225128175,0.404,1744433166.3244221,2025/04/12 13:46:06,5.227020502090454,5.2s,,
8,8,0.004999962218015818,1.493266794204712,0.428,1744433166.9610615,2025/04/12 13:46:06,5.863659858703613,5.9s,,
9,9,0.004999950652140343,1.460593873023987,0.462,1744433167.6037347,2025/04/12 13:46:07,6.506333112716675,6.5s,,
10,10,0.0049999375441697,1.456145631790161,0.416,1744433168.231103,2025/04/12 13:46:08,7.133701324462891,7.1s,,
11,11,0.004999922894111975,1.4165078077316284,0.452,1744433168.8602421,2025/04/12 13:46:08,7.762840509414673,7.8s,,
12,12,0.004999906701976204,1.3502859191894532,0.494,1744433169.5386913,2025/04/12 13:46:09,8.44128966331482,8.4s,,
13,13,0.004999888967772375,1.2701524448394776,0.528,1744433170.1897135,2025/04/12 13:46:10,9.09231185913086,9.1s,,
14,14,0.0049998696915114285,1.2615368766784667,0.526,1744433170.8215797,2025/04/12 13:46:10,9.724178075790405,9.7s,,
15,15,0.004999848873205255,1.219780933380127,0.562,1744433171.4765291,2025/04/12 13:46:11,10.379127502441406,10.4s,,
16,16,0.004999826512866694,1.2141675910949707,0.552,1744433172.1412725,2025/04/12 13:46:12,11.04387092590332,11.0s,,
17,17,0.004999802610509542,1.1666006841659546,0.588,1744433172.7729611,2025/04/12 13:46:12,11.675559520721436,11.7s,,
18,18,0.00499977716614854,1.1348690404891968,0.574,1744433173.4155958,2025/04/12 13:46:13,12.318194150924683,12.3s,,
19,19,0.0049997501797993844,1.1082563533782959,0.586,1744433174.0593219,2025/04/12 13:46:14,12.961920261383057,13.0s,,
20,20,0.004999721651478723,1.067574164390564,0.608,1744433174.7173548,2025/04/12 13:46:14,13.619953155517578,13.6s,,
21,21,0.004999691581204152,1.0465432014465332,0.62,1744433175.3603396,2025/04/12 13:46:15,14.262938022613525,14.3s,,
22,22,0.004999659968994222,0.9694178423881531,0.664,1744433175.9967575,2025/04/12 13:46:15,14.8993558883667,14.9s,,
23,23,0.004999626814868431,0.9883944005966186,0.644,1744433176.6318169,2025/04/12 13:46:16,15.534415245056152,15.5s,,
24,24,0.00499959211884723,0.9934875445365906,0.642,1744433177.290018,2025/04/12 13:46:17,16.19261646270752,16.2s,,
25,25,0.004999555880952024,1.077993532180786,0.604,1744433177.9261494,2025/04/12 13:46:17,16.828747749328613,16.8s,,
26,26,0.004999518101205164,0.9163180956840515,0.656,1744433178.574465,2025/04/12 13:46:18,17.477063417434692,17.5s,,
27,27,0.004999478779629954,0.8496484036445617,0.696,1744433179.2128627,2025/04/12 13:46:19,18.115461111068726,18.1s,,
28,28,0.004999437916250651,0.8749975247383117,0.672,1744433179.8556855,2025/04/12 13:46:19,18.758283853530884,18.8s,,
29,29,0.004999395511092462,0.8473368287086487,0.696,1744433180.5050318,2025/04/12 13:46:20,19.40763020515442,19.4s,,
30,30,0.004999351564181543,0.7586057753562927,0.714,1744433181.162847,2025/04/12 13:46:21,20.06544542312622,20.1s,,
31,31,0.004999306075545003,0.76431436252594,0.712,1744433181.8246386,2025/04/12 13:46:21,20.72723698616028,20.7s,,
32,32,0.0049992590452109026,0.7499879794120788,0.746,1744433182.502808,2025/04/12 13:46:22,21.40540647506714,21.4s,,
33,33,0.004999210473208252,0.6929710092544555,0.75,1744433183.1880906,2025/04/12 13:46:23,22.090688943862915,22.1s,,
34,34,0.004999160359567012,0.6742706422805786,0.752,1744433183.8609545,2025/04/12 13:46:23,22.76355290412903,22.8s,,
35,35,0.004999108704318096,0.6070489020347595,0.77,1744433184.519958,2025/04/12 13:46:24,23.422556400299072,23.4s,,
36,36,0.004999055507493369,0.6965903491973877,0.746,1744433185.1602347,2025/04/12 13:46:25,24.062833070755005,24.1s,,
37,37,0.004999000769125643,0.5810590705871582,0.798,1744433185.792718,2025/04/12 13:46:25,24.695316314697266,24.7s,,
38,38,0.004998944489248685,0.6275190868377686,0.778,1744433186.452649,2025/04/12 13:46:26,25.355247497558594,25.4s,,
39,39,0.00499888666789721,0.602470362663269,0.8,1744433187.1314576,2025/04/12 13:46:27,26.034055948257446,26.0s,,
40,40,0.004998827305106886,0.5580981984138489,0.8,1744433191.4372787,2025/04/12 13:46:31,30.339877128601074,30.3s,3.0900179710388183,0.318
